customerID,tenure,Contract,InternetService,MonthlyCharges,TotalCharges,PaymentMethod,TechSupport,OnlineSecurity,Churn,ChurnProbability,ChurnProbabilityPct,RiskLevel,RecommendedAction
6365-MTGZX,24,Month-to-month,Fiber optic,96.0,2122.45,Electronic check,Yes,No,Yes,0.5368019458866677,53.7,High,Priority retention outreach | Review longer-term contract incentive | Review Online Security offer | Review automatic payment incentive
1349-WXNGG,1,Month-to-month,No,20.05,20.05,Bank transfer (automatic),No internet service,No internet service,Yes,0.20625900854078377,20.6,Low,Review longer-term contract incentive
8058-DMYRU,54,Month-to-month,Fiber optic,90.05,4931.8,Electronic check,No,No,No,0.43221502078074864,43.2,Medium,Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer | Review automatic payment incentive
9350-ZXYJC,4,Two year,No,25.3,116.95,Credit card (automatic),No internet service,No internet service,No,0.08928229782054146,8.9,Low,Standard customer engagement
6990-YNRIO,65,Two year,Fiber optic,108.65,6937.95,Bank transfer (automatic),Yes,Yes,Yes,0.04069895153460818,4.1,Low,Standard customer engagement
8958-JPTRR,56,One year,No,24.3,1261.7,Electronic check,No internet service,No internet service,No,0.013883752667389438,1.4,Low,Review automatic payment incentive
6959-GQEGV,45,Month-to-month,DSL,75.95,3273.8,Electronic check,No,Yes,No,0.17550141574044859,17.6,Low,Review longer-term contract incentive | Review Tech Support offer | Review automatic payment incentive
3173-WSSUE,71,Two year,No,19.7,1415.85,Credit card (automatic),No internet service,No internet service,No,0.001406201820029001,0.1,Low,Standard customer engagement
1265-HVPZB,59,One year,DSL,66.4,3958.2,Credit card (automatic),No,Yes,No,0.01871848142871587,1.9,Low,Review Tech Support offer
4115-UMJFQ,69,One year,DSL,35.75,2492.25,Bank transfer (automatic),No,No,No,0.02428608698887985,2.4,Low,Review Tech Support offer | Review Online Security offer
7369-TRPFD,19,One year,No,18.8,279.2,Mailed check,No internet service,No internet service,No,0.04550202046350441,4.6,Low,Standard customer engagement
1098-KFQEC,55,Two year,No,19.4,1083.0,Credit card (automatic),No internet service,No internet service,No,0.0032066190381140488,0.3,Low,Standard customer engagement
7190-XHTWJ,38,One year,No,19.3,755.5,Mailed check,No internet service,No internet service,No,0.01843030221853411,1.8,Low,Standard customer engagement
0621-TWIEM,10,Month-to-month,DSL,45.55,402.6,Electronic check,No,No,Yes,0.4200152171486503,42.0,Medium,Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer | Review automatic payment incentive
3537-RYBHH,47,Month-to-month,DSL,67.45,3252.0,Credit card (automatic),No,Yes,No,0.10544684515499762,10.5,Low,Review longer-term contract incentive | Review Tech Support offer
2485-ITVKB,2,Month-to-month,DSL,35.1,68.75,Electronic check,No,No,Yes,0.7069330160365972,70.7,High,Priority retention outreach | Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer | Review automatic payment incentive
3669-OYSJI,1,Month-to-month,DSL,46.2,46.2,Credit card (automatic),No,No,Yes,0.3454164290433443,34.5,Medium,Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer
1612-EOHDH,1,Month-to-month,DSL,45.15,45.15,Electronic check,No,No,Yes,0.44291203642549504,44.3,Medium,Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer | Review automatic payment incentive
6702-OHFWR,1,Month-to-month,DSL,43.3,43.3,Electronic check,No,No,Yes,0.7080057514794382,70.8,High,Priority retention outreach | Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer | Review automatic payment incentive
5296-BFCYD,46,Two year,No,20.1,936.85,Mailed check,No internet service,No internet service,No,0.007349862095751052,0.7,Low,Standard customer engagement
4510-PYUSH,38,Month-to-month,DSL,57.15,2250.65,Credit card (automatic),No,Yes,Yes,0.10789742996515804,10.8,Low,Review longer-term contract incentive | Review Tech Support offer
9359-JANWS,65,Two year,DSL,58.9,3857.1,Credit card (automatic),Yes,Yes,No,0.0045541538688665395,0.5,Low,Standard customer engagement
7517-SAWMO,19,Month-to-month,Fiber optic,73.2,1441.1,Electronic check,No,Yes,Yes,0.45518492371686087,45.5,Medium,Review longer-term contract incentive | Review Tech Support offer | Review automatic payment incentive
4143-HHPMK,52,Month-to-month,Fiber optic,85.35,4338.6,Electronic check,No,No,Yes,0.3115244085596035,31.2,Medium,Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer | Review automatic payment incentive
3279-DYZQM,71,Two year,No,19.45,1378.45,Mailed check,No internet service,No internet service,No,0.0014008262117042006,0.1,Low,Standard customer engagement
7054-LGEQW,1,Month-to-month,DSL,45.95,45.95,Mailed check,No,No,Yes,0.3579999071286151,35.8,Medium,Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer
0523-VNGTF,52,Month-to-month,DSL,50.5,2566.3,Electronic check,Yes,No,No,0.15912457508491368,15.9,Low,Review longer-term contract incentive | Review Online Security offer | Review automatic payment incentive
9575-IWCAZ,6,One year,No,25.1,171.0,Mailed check,No internet service,No internet service,No,0.11205583414050448,11.2,Low,Standard customer engagement
7105-MXJLL,26,One year,DSL,60.7,1597.4,Mailed check,No,No,No,0.13284775325139062,13.3,Low,Review Tech Support offer | Review Online Security offer
7064-FRRSW,48,One year,Fiber optic,99.0,4744.35,Electronic check,No,No,No,0.3857251247707221,38.6,Medium,Review Tech Support offer | Review Online Security offer | Review automatic payment incentive
7940-UQQUG,64,One year,Fiber optic,104.4,6721.6,Bank transfer (automatic),Yes,Yes,No,0.11348485986306169,11.3,Low,Standard customer engagement
0923-PNFUB,3,Month-to-month,Fiber optic,83.75,247.25,Electronic check,No,No,Yes,0.6161750230218003,61.6,High,Priority retention outreach | Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer | Review automatic payment incentive
3961-SXAXY,1,Month-to-month,DSL,44.05,44.05,Bank transfer (automatic),No,No,No,0.44419644498128985,44.4,Medium,Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer
7010-BRBUU,72,Two year,No,24.1,1734.65,Credit card (automatic),No internet service,No internet service,No,0.001817690618350052,0.2,Low,Standard customer engagement
3566-HJGPK,1,Month-to-month,DSL,45.55,45.55,Mailed check,No,No,No,0.43334993391328724,43.3,Medium,Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer
3062-ICYZQ,51,Month-to-month,Fiber optic,93.8,4539.35,Electronic check,No,Yes,No,0.2741649349607438,27.4,Low,Review longer-term contract incentive | Review Tech Support offer | Review automatic payment incentive
9938-PRCVK,41,Two year,No,19.7,804.25,Bank transfer (automatic),No internet service,No internet service,No,0.007225419686198183,0.7,Low,Standard customer engagement
0973-KYVNF,72,Two year,DSL,70.65,5011.15,Credit card (automatic),No,Yes,No,0.007803124108775927,0.8,Low,Review Tech Support offer
5129-HHMZC,43,Two year,DSL,86.45,3574.5,Credit card (automatic),Yes,Yes,No,0.02502214527891241,2.5,Low,Standard customer engagement
9637-CDTKZ,72,Two year,Fiber optic,114.1,8086.4,Credit card (automatic),Yes,Yes,No,0.04836742782702733,4.8,Low,Standard customer engagement
3946-JEWRQ,47,One year,Fiber optic,95.2,4563.0,Credit card (automatic),No,No,No,0.29121859105840847,29.1,Low,Review Tech Support offer | Review Online Security offer
7873-CVMAW,72,Two year,DSL,88.55,6362.35,Credit card (automatic),Yes,Yes,No,0.01002169378601509,1.0,Low,Standard customer engagement
0463-WZZKO,3,Month-to-month,No,20.75,67.1,Credit card (automatic),No internet service,No internet service,No,0.23336820066905542,23.3,Low,Review longer-term contract incentive
3494-JCHRQ,1,Month-to-month,Fiber optic,70.05,70.05,Electronic check,No,No,Yes,0.6992865386416581,69.9,High,Priority retention outreach | Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer | Review automatic payment incentive
6474-FVJLC,2,Month-to-month,Fiber optic,86.0,165.45,Electronic check,No,No,Yes,0.7803747099201037,78.0,High,Priority retention outreach | Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer | Review automatic payment incentive
4524-QCSSM,26,Month-to-month,DSL,44.65,1156.55,Bank transfer (automatic),No,Yes,No,0.25141151947390844,25.1,Low,Review longer-term contract incentive | Review Tech Support offer
5832-EXGTT,29,Month-to-month,DSL,60.2,1834.15,Mailed check,No,Yes,No,0.15283222526958082,15.3,Low,Review longer-term contract incentive | Review Tech Support offer
8840-DQLGN,35,Month-to-month,Fiber optic,100.5,3653.35,Bank transfer (automatic),Yes,Yes,Yes,0.34633925709509966,34.6,Medium,Review longer-term contract incentive
2039-JONDJ,27,One year,DSL,55.45,1477.65,Bank transfer (automatic),No,Yes,No,0.05321320241300388,5.3,Low,Review Tech Support offer
7217-JYHOQ,24,Month-to-month,DSL,70.3,1706.45,Credit card (automatic),Yes,Yes,No,0.11437554172326465,11.4,Low,Review longer-term contract incentive
6695-FRVEC,67,Two year,DSL,60.4,3953.7,Bank transfer (automatic),Yes,Yes,No,0.00541380555912591,0.5,Low,Standard customer engagement
4547-LYTDD,16,Month-to-month,Fiber optic,72.65,1194.3,Electronic check,No,No,Yes,0.5565083307326539,55.7,High,Priority retention outreach | Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer | Review automatic payment incentive
9894-QMIMJ,23,One year,DSL,55.8,1327.85,Bank transfer (automatic),No,No,No,0.09000624292128118,9.0,Low,Review Tech Support offer | Review Online Security offer
8069-YQQAJ,14,Month-to-month,DSL,31.1,419.7,Mailed check,No,No,No,0.3871805548102352,38.7,Medium,Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer
6770-XUAGN,1,Month-to-month,No,21.0,21.0,Electronic check,No internet service,No internet service,Yes,0.3047856052716283,30.5,Medium,Review longer-term contract incentive | Review automatic payment incentive
4193-ORFCL,1,Month-to-month,DSL,45.1,45.1,Mailed check,No,No,Yes,0.40682871367571444,40.7,Medium,Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer
1636-NTNCO,4,Month-to-month,DSL,50.95,207.35,Credit card (automatic),No,No,No,0.651941238369343,65.2,High,Priority retention outreach | Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer
3466-WAESX,16,Month-to-month,DSL,69.1,1083.7,Electronic check,No,Yes,No,0.31939275524050265,31.9,Medium,Review longer-term contract incentive | Review Tech Support offer | Review automatic payment incentive
9281-PKKZE,46,Month-to-month,DSL,43.95,2007.85,Electronic check,No,No,No,0.2885720907316491,28.9,Low,Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer | Review automatic payment incentive
3638-VBZTA,68,Two year,DSL,86.5,5882.75,Bank transfer (automatic),Yes,Yes,No,0.0153597853295018,1.5,Low,Standard customer engagement
7459-IMVYU,38,Month-to-month,DSL,69.95,2657.55,Electronic check,Yes,Yes,No,0.08507655112983949,8.5,Low,Review longer-term contract incentive | Review automatic payment incentive
7776-QWNFX,30,Month-to-month,DSL,50.4,1527.5,Bank transfer (automatic),No,No,Yes,0.1958279571910961,19.6,Low,Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer
6689-TCZHQ,5,Month-to-month,Fiber optic,78.95,378.4,Electronic check,No,No,Yes,0.6886447173628417,68.9,High,Priority retention outreach | Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer | Review automatic payment incentive
8563-OYMQY,17,Month-to-month,Fiber optic,90.95,1612.2,Credit card (automatic),No,No,No,0.49285967494153865,49.3,Medium,Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer
0754-EEBDC,4,Two year,No,19.9,76.65,Mailed check,No internet service,No internet service,No,0.04428773287086232,4.4,Low,Standard customer engagement
5777-ZPQNC,12,One year,No,20.15,260.7,Electronic check,No internet service,No internet service,No,0.09526783668387147,9.5,Low,Review automatic payment incentive
1951-IEYXM,72,Two year,DSL,90.6,6441.85,Credit card (automatic),Yes,Yes,No,0.012497662608685482,1.2,Low,Standard customer engagement
3318-NMQXL,3,Month-to-month,Fiber optic,92.0,266.8,Electronic check,No,No,No,0.7669546164999519,76.7,High,Priority retention outreach | Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer | Review automatic payment incentive
3143-ILDAL,56,Month-to-month,Fiber optic,94.45,5124.6,Electronic check,Yes,No,Yes,0.2834757065263393,28.3,Low,Review longer-term contract incentive | Review Online Security offer | Review automatic payment incentive
1022-RKXDR,41,One year,No,24.85,962.25,Mailed check,No internet service,No internet service,No,0.02945370455257009,2.9,Low,Standard customer engagement
2361-FJWNO,40,One year,DSL,36.0,1382.9,Credit card (automatic),Yes,No,No,0.04303900933806913,4.3,Low,Review Online Security offer
2272-UOINI,7,Month-to-month,DSL,78.5,571.05,Electronic check,Yes,Yes,No,0.34251173737776247,34.3,Medium,Review longer-term contract incentive | Review automatic payment incentive
8232-UTFOZ,69,Two year,No,19.95,1399.35,Credit card (automatic),No internet service,No internet service,No,0.0017942638553338248,0.2,Low,Standard customer engagement
3750-YHRYO,7,One year,No,20.65,150.0,Mailed check,No internet service,No internet service,No,0.07376400778466058,7.4,Low,Standard customer engagement
6637-KYRCV,5,Month-to-month,DSL,30.5,167.2,Electronic check,No,No,No,0.552657965193913,55.3,High,Priority retention outreach | Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer | Review automatic payment incentive
5668-MEISB,72,Two year,Fiber optic,106.1,7657.4,Credit card (automatic),Yes,Yes,No,0.0225282694043963,2.3,Low,Standard customer engagement
0129-QMPDR,44,One year,No,20.5,865.05,Bank transfer (automatic),No internet service,No internet service,No,0.016848121917537262,1.7,Low,Standard customer engagement
7188-CBBBA,65,One year,Fiber optic,95.5,6153.85,Electronic check,No,No,No,0.18874198275922932,18.9,Low,Review Tech Support offer | Review Online Security offer | Review automatic payment incentive
5356-CSVSQ,3,Month-to-month,DSL,64.6,174.2,Electronic check,Yes,No,No,0.4369098778428527,43.7,Medium,Review longer-term contract incentive | Review Online Security offer | Review automatic payment incentive
3221-CJMSG,24,Month-to-month,DSL,51.1,1269.6,Credit card (automatic),Yes,No,No,0.16206941111959822,16.2,Low,Review longer-term contract incentive | Review Online Security offer
4720-VSTSI,44,Month-to-month,Fiber optic,84.8,3862.55,Bank transfer (automatic),No,No,Yes,0.31733235619332606,31.7,Medium,Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer
3219-JQRSL,72,Two year,DSL,89.1,6352.4,Credit card (automatic),Yes,Yes,No,0.012634451996877238,1.3,Low,Standard customer engagement
2801-NISEI,24,Month-to-month,DSL,54.95,1348.5,Electronic check,Yes,Yes,No,0.1212918744577277,12.1,Low,Review longer-term contract incentive | Review automatic payment incentive
3946-MHCZW,1,Month-to-month,DSL,50.9,50.9,Mailed check,No,No,Yes,0.34095619651732373,34.1,Medium,Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer
4623-ZKHLY,22,Month-to-month,No,20.45,471.55,Bank transfer (automatic),No internet service,No internet service,No,0.1103307228615894,11.0,Low,Review longer-term contract incentive
6732-VAILE,70,Two year,DSL,85.95,5931.75,Credit card (automatic),Yes,No,No,0.017963896448377606,1.8,Low,Review Online Security offer
8201-AAXCB,25,Month-to-month,DSL,60.35,1404.65,Electronic check,No,No,No,0.27849450882778487,27.8,Low,Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer | Review automatic payment incentive
7696-CFTAT,37,Two year,No,19.8,726.1,Bank transfer (automatic),No internet service,No internet service,No,0.008682993287519414,0.9,Low,Standard customer engagement
1845-CSBRZ,22,Month-to-month,Fiber optic,85.35,1961.6,Bank transfer (automatic),No,No,No,0.5171997200500562,51.7,High,Priority retention outreach | Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer
2123-VSCOT,59,Two year,DSL,72.1,4194.85,Bank transfer (automatic),Yes,No,No,0.021873684531121096,2.2,Low,Review Online Security offer
6651-AZVTJ,49,Month-to-month,Fiber optic,99.8,4872.45,Electronic check,No,No,Yes,0.4853413120376167,48.5,Medium,Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer | Review automatic payment incentive
4566-GOLUK,47,Month-to-month,Fiber optic,107.35,5118.95,Bank transfer (automatic),Yes,No,Yes,0.3682717581125499,36.8,Medium,Review longer-term contract incentive | Review Online Security offer
2484-DGXPZ,31,Month-to-month,No,19.55,658.95,Mailed check,No internet service,No internet service,Yes,0.060582519996152974,6.1,Low,Review longer-term contract incentive
2018-QKYGT,1,Month-to-month,Fiber optic,81.05,81.05,Electronic check,No,No,No,0.7107849911037821,71.1,High,Priority retention outreach | Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer | Review automatic payment incentive
2792-VPPET,3,Month-to-month,No,20.5,76.95,Electronic check,No internet service,No internet service,No,0.31103808375643904,31.1,Medium,Review longer-term contract incentive | Review automatic payment incentive
7409-JURKQ,53,One year,Fiber optic,111.8,5809.75,Bank transfer (automatic),Yes,No,No,0.20652639480748247,20.7,Low,Review Online Security offer
3247-MHJKM,1,Month-to-month,No,20.2,20.2,Mailed check,No internet service,No internet service,No,0.19778530485390466,19.8,Low,Review longer-term contract incentive
1964-SVLEA,20,One year,No,19.7,415.9,Mailed check,No internet service,No internet service,No,0.062246403560088,6.2,Low,Standard customer engagement
4587-NUKOX,3,Month-to-month,Fiber optic,79.1,246.5,Electronic check,No,Yes,Yes,0.5552880258701762,55.5,High,Priority retention outreach | Review longer-term contract incentive | Review Tech Support offer | Review automatic payment incentive
7297-DVYGA,51,One year,No,19.85,996.95,Bank transfer (automatic),No internet service,No internet service,No,0.013959448550233917,1.4,Low,Standard customer engagement
2239-CGBUZ,51,One year,DSL,60.5,3145.15,Bank transfer (automatic),Yes,Yes,No,0.02224051457935277,2.2,Low,Standard customer engagement
0854-UYHZD,13,Two year,No,19.55,265.3,Mailed check,No internet service,No internet service,No,0.028881529747398983,2.9,Low,Standard customer engagement
7243-LCGGZ,1,Month-to-month,No,20.9,20.9,Mailed check,No internet service,No internet service,No,0.20231490981133404,20.2,Low,Review longer-term contract incentive
8267-KFGYD,1,Month-to-month,No,21.05,21.05,Mailed check,No internet service,No internet service,No,0.23045451785672846,23.0,Low,Review longer-term contract incentive
4890-VMUAV,63,One year,DSL,71.5,4576.3,Electronic check,Yes,Yes,No,0.019755995130756297,2.0,Low,Review automatic payment incentive
9261-WDCAF,3,Month-to-month,DSL,54.65,189.1,Mailed check,No,No,No,0.38056492801439373,38.1,Medium,Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer
3764-MNMOI,46,Two year,No,19.2,908.15,Credit card (automatic),No internet service,No internet service,No,0.005826039791172522,0.6,Low,Standard customer engagement
7442-YGZFK,1,Month-to-month,DSL,49.8,49.8,Credit card (automatic),No,No,No,0.4854426279733628,48.5,Medium,Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer
0420-BWTPW,8,Month-to-month,DSL,25.5,215.2,Mailed check,No,No,Yes,0.3777218375689619,37.8,Medium,Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer
8229-BUJHX,71,Two year,No,20.5,1500.95,Bank transfer (automatic),No internet service,No internet service,No,0.0015804416904208341,0.2,Low,Standard customer engagement
7449-HVPIV,55,Month-to-month,Fiber optic,90.4,5099.15,Credit card (automatic),No,No,No,0.28320281150056853,28.3,Low,Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer
5504-WSIUR,70,One year,Fiber optic,90.25,6385.95,Bank transfer (automatic),Yes,No,No,0.07192784330817034,7.2,Low,Review Online Security offer
8183-ONMXC,2,Month-to-month,Fiber optic,80.75,159.45,Electronic check,No,No,Yes,0.6682085959155752,66.8,High,Priority retention outreach | Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer | Review automatic payment incentive
8466-PZBLH,67,Two year,Fiber optic,104.6,6885.75,Bank transfer (automatic),Yes,Yes,No,0.03790938295800469,3.8,Low,Standard customer engagement
9614-RMGHA,65,Month-to-month,Fiber optic,91.85,5940.85,Bank transfer (automatic),No,No,Yes,0.2448601435385971,24.5,Low,Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer
8735-IJJEG,14,Month-to-month,DSL,50.2,668.85,Credit card (automatic),No,No,No,0.21998727580954913,22.0,Low,Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer
0564-MUUQK,20,Month-to-month,Fiber optic,95.5,1916.2,Bank transfer (automatic),Yes,No,No,0.4699065747550998,47.0,Medium,Review longer-term contract incentive | Review Online Security offer
5054-IEXZT,1,Month-to-month,Fiber optic,75.35,75.35,Electronic check,No,No,Yes,0.6274850702875339,62.7,High,Priority retention outreach | Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer | Review automatic payment incentive
5834-ASPWA,1,Month-to-month,Fiber optic,75.45,75.45,Electronic check,No,No,Yes,0.7491333705739116,74.9,High,Priority retention outreach | Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer | Review automatic payment incentive
0701-RFGFI,49,Month-to-month,Fiber optic,95.4,4613.95,Bank transfer (automatic),No,No,No,0.4101341788746067,41.0,Medium,Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer
0019-EFAEP,72,Two year,Fiber optic,101.3,7261.25,Bank transfer (automatic),No,Yes,No,0.050974460084751386,5.1,Low,Review Tech Support offer
5619-PTMIK,46,Month-to-month,DSL,53.1,2459.8,Electronic check,No,Yes,No,0.09252538564440582,9.3,Low,Review longer-term contract incentive | Review Tech Support offer | Review automatic payment incentive
3737-XBQDD,24,Month-to-month,Fiber optic,84.85,2048.8,Bank transfer (automatic),No,No,No,0.4555850309038239,45.6,Medium,Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer
5882-CMAZQ,5,Month-to-month,DSL,34.25,163.55,Electronic check,Yes,No,No,0.372779114410263,37.3,Medium,Review longer-term contract incentive | Review Online Security offer | Review automatic payment incentive
5846-QFDFI,33,Month-to-month,Fiber optic,88.6,2888.7,Credit card (automatic),Yes,No,No,0.19866752947737606,19.9,Low,Review longer-term contract incentive | Review Online Security offer
4445-KWOKW,42,One year,DSL,60.15,2421.6,Bank transfer (automatic),No,Yes,No,0.05452010947345744,5.5,Low,Review Tech Support offer
3511-APPBJ,23,One year,Fiber optic,99.95,2292.75,Credit card (automatic),No,Yes,No,0.2918513273381821,29.2,Low,Review Tech Support offer
7967-HYCDE,8,Month-to-month,Fiber optic,70.7,553.4,Bank transfer (automatic),No,No,No,0.48485149959015605,48.5,Medium,Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer
2430-RRYUW,66,One year,DSL,54.8,3465.7,Mailed check,No,Yes,No,0.013987037312284957,1.4,Low,Review Tech Support offer
3948-XHGNA,24,Month-to-month,DSL,49.55,1210.4,Bank transfer (automatic),No,Yes,Yes,0.1669197896059643,16.7,Low,Review longer-term contract incentive | Review Tech Support offer
3723-BFBGR,24,Month-to-month,DSL,54.8,1291.3,Credit card (automatic),No,No,No,0.21083891731817897,21.1,Low,Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer
0565-IYCGT,69,One year,DSL,78.6,5356.45,Credit card (automatic),Yes,Yes,Yes,0.020178398986902137,2.0,Low,Standard customer engagement
5447-WZAFP,53,One year,Fiber optic,100.3,5200.8,Mailed check,No,No,No,0.18907778663802358,18.9,Low,Review Tech Support offer | Review Online Security offer
5110-CHOPY,60,Two year,DSL,53.6,3237.05,Electronic check,No,Yes,No,0.029336664649358243,2.9,Low,Review Tech Support offer | Review automatic payment incentive
5445-UTODQ,7,Month-to-month,Fiber optic,81.1,576.65,Electronic check,No,No,Yes,0.7042919637133573,70.4,High,Priority retention outreach | Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer | Review automatic payment incentive
4425-OWHWB,20,One year,No,19.35,433.75,Credit card (automatic),No internet service,No internet service,No,0.0619149646163865,6.2,Low,Standard customer engagement
7892-QVYKW,23,Month-to-month,Fiber optic,85.6,1868.4,Electronic check,No,No,No,0.5221246214748989,52.2,High,Priority retention outreach | Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer | Review automatic payment incentive
9675-ICXCT,72,Two year,DSL,80.8,5728.55,Electronic check,Yes,Yes,No,0.013853711922034327,1.4,Low,Review automatic payment incentive
1024-VRZHF,11,Month-to-month,Fiber optic,74.95,825.7,Electronic check,No,No,Yes,0.6760322315122945,67.6,High,Priority retention outreach | Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer | Review automatic payment incentive
4703-MQYKT,21,Two year,No,19.6,390.4,Mailed check,No internet service,No internet service,No,0.02166957410392604,2.2,Low,Standard customer engagement
9497-QCMMS,1,Month-to-month,Fiber optic,93.55,93.55,Electronic check,No,No,Yes,0.844547297892029,84.5,High,Priority retention outreach | Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer | Review automatic payment incentive
5692-ICXLW,31,Month-to-month,Fiber optic,90.7,2845.15,Electronic check,No,No,No,0.6043143158345197,60.4,High,Priority retention outreach | Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer | Review automatic payment incentive
0602-DDUML,57,Two year,DSL,69.75,3894.4,Mailed check,Yes,No,No,0.011560460496126345,1.2,Low,Review Online Security offer
2208-MPXIO,45,Two year,No,20.0,886.4,Bank transfer (automatic),No internet service,No internet service,No,0.008275639197987314,0.8,Low,Standard customer engagement
1960-UYCNN,10,Month-to-month,Fiber optic,95.25,1021.55,Electronic check,No,No,No,0.6970584468091169,69.7,High,Priority retention outreach | Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer | Review automatic payment incentive
0348-SDKOL,58,Month-to-month,Fiber optic,102.1,5885.4,Credit card (automatic),Yes,No,Yes,0.2917594643899912,29.2,Low,Review longer-term contract incentive | Review Online Security offer
3190-FZATL,14,Month-to-month,No,19.95,268.4,Mailed check,No internet service,No internet service,No,0.09671080403722354,9.7,Low,Review longer-term contract incentive
7336-RLLRH,27,One year,DSL,80.85,2204.35,Mailed check,Yes,Yes,No,0.0926270940405407,9.3,Low,Standard customer engagement
4373-MAVJG,14,Month-to-month,Fiber optic,90.9,1259.0,Bank transfer (automatic),No,No,Yes,0.572372693636525,57.2,High,Priority retention outreach | Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer
8901-HJXTF,12,Month-to-month,DSL,29.2,309.1,Mailed check,No,No,Yes,0.2969699626435602,29.7,Low,Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer
7710-JSYOA,69,Two year,Fiber optic,93.3,6398.05,Bank transfer (automatic),Yes,No,No,0.043185264827708056,4.3,Low,Review Online Security offer
5419-KLXBN,25,Month-to-month,Fiber optic,89.15,2257.75,Bank transfer (automatic),No,No,Yes,0.4100161244700489,41.0,Medium,Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer
3424-NMNBO,58,One year,Fiber optic,108.85,6287.25,Electronic check,No,Yes,Yes,0.2614419328929597,26.1,Low,Review Tech Support offer | Review automatic payment incentive
9885-MFVSU,35,Two year,DSL,46.35,1662.05,Credit card (automatic),Yes,Yes,No,0.0375370923440089,3.8,Low,Standard customer engagement
4514-GFCFI,16,Month-to-month,Fiber optic,84.75,1350.15,Electronic check,No,No,Yes,0.7373360464249713,73.7,High,Priority retention outreach | Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer | Review automatic payment incentive
0607-MVMGC,45,One year,DSL,78.75,3600.65,Credit card (automatic),No,No,No,0.07296750570609355,7.3,Low,Review Tech Support offer | Review Online Security offer
3365-SAIGS,17,Month-to-month,Fiber optic,83.55,1329.15,Electronic check,No,No,No,0.581634218913602,58.2,High,Priority retention outreach | Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer | Review automatic payment incentive
9828-AOQLM,1,Month-to-month,DSL,45.7,45.7,Electronic check,No,No,Yes,0.4902541917593083,49.0,Medium,Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer | Review automatic payment incentive
8022-BECSI,22,One year,No,19.6,422.5,Mailed check,No internet service,No internet service,No,0.040335386661796716,4.0,Low,Standard customer engagement
8000-REIQB,1,Month-to-month,Fiber optic,69.95,69.95,Electronic check,No,No,Yes,0.746397229416651,74.6,High,Priority retention outreach | Review longer-term contract incentive | Review Tech Support offer | Review Online Security offer | Review automatic payment incentive
